species,long,lat
mysimsp,109.47162295063,-1.1198461497359
mysimsp,109.32162294223,-0.0281794219358993
mysimsp,117.03829004103,3.6051541148641
mysimsp,109.15495626623,0.0968205850641004
mysimsp,111.15495637823,1.7884873464641
mysimsp,115.45495661903,4.9384875228641
mysimsp,109.86328963923,-0.978179475135899
mysimsp,109.91328964203,-0.903179470935899
mysimsp,109.37995627883,-0.0198460881358988
mysimsp,109.44662294923,-0.3448461063359
mysimsp,109.22995627043,0.105153918864101
mysimsp,109.51328961963,-0.619846121735899
mysimsp,109.98828964623,-1.1281794835359
mysimsp,114.00495653783,4.5384875004641
mysimsp,109.50495628583,0.238487259664101
mysimsp,114.82995658403,-3.3865129433359
mysimsp,109.22995627043,-0.0281794219358993
mysimsp,114.65495657423,-3.7948462995359
mysimsp,109.43828961543,0.105153918864101
mysimsp,108.95495625503,0.371820600464101
mysimsp,116.86329003123,3.5968207810641
mysimsp,109.49662295203,-0.0615127571358993
mysimsp,117.26329005363,3.4218207712641
mysimsp,114.60495657143,-3.5865129545359
mysimsp,109.21328960283,0.1301539202641
mysimsp,117.10495671143,3.8134874598641
mysimsp,109.92995630963,-1.1281794835359
mysimsp,109.37162294503,-0.211512765535899
mysimsp,109.62995629283,-0.803179465335899
mysimsp,109.00495625783,0.413487269464101
mysimsp,117.44662339723,3.5884874472641
mysimsp,115.22162327263,-3.8615129699359
mysimsp,114.83828991783,-4.0448463135359
mysimsp,109.76328963363,-0.994846142735899
mysimsp,114.20495654903,4.4884874976641
mysimsp,109.60495629143,-0.561512785135899
mysimsp,114.09662320963,4.5384875004641
mysimsp,117.36329005923,3.7301541218641
mysimsp,110.02162298143,-1.1448461511359
mysimsp,109.26328960563,-0.0698460909358989
mysimsp,117.54662340283,3.4968207754641
mysimsp,117.41329006203,5.7801542366641
mysimsp,114.63828990663,-3.8198463009359
mysimsp,117.28829005503,3.4134874374641
mysimsp,111.25495638383,1.5218206648641
mysimsp,114.07162320823,4.4218208272641
mysimsp,109.47995628443,-1.1198461497359
mysimsp,109.36328961123,-0.636512789335899
mysimsp,109.12162293103,-0.319846104935899
mysimsp,109.09662292963,-0.369846107735899
mysimsp,117.41329006203,3.5968207810641
mysimsp,111.19662304723,1.9134873534641
mysimsp,114.62995657283,-4.1615129867359
mysimsp,109.21328960283,0.463487272264101
mysimsp,109.82995630403,-0.286512769735899
mysimsp,117.24662338603,3.6051541148641
mysimsp,111.41328972603,2.0968206970641
mysimsp,109.54662295483,-0.2781794359359
mysimsp,110.07162298423,-1.3865128313359
mysimsp,115.52162328943,4.9634875242641
mysimsp,109.44662294923,-0.3615127739359
mysimsp,113.96328986883,4.3468208230641
mysimsp,114.71328991083,4.7634875130641
mysimsp,109.50495628583,-0.119846093735899
mysimsp,114.66328990803,4.6218208384641
mysimsp,109.51328961963,0.0301539146641012
mysimsp,110.37995633483,1.5051539972641
mysimsp,109.47995628443,-0.553179451335899
mysimsp,109.47995628443,0.0884872512641008
mysimsp,117.38829006063,3.4051541036641
mysimsp,114.83828991783,-3.4115129447359
mysimsp,109.37995627883,-0.203179431735899
mysimsp,110.24662299403,-0.0615127571358993
mysimsp,109.32995627603,-0.411512776735899
mysimsp,109.25495627183,0.00515391326410075
mysimsp,111.08828970783,1.4218206592641
mysimsp,109.27162293943,-0.3448461063359
mysimsp,109.52162295343,-0.769846130135899
mysimsp,109.86328963923,-0.794846131535899
mysimsp,114.93828992343,-3.9865129769359
mysimsp,117.44662339723,3.5218207768641
mysimsp,114.60495657143,-3.7365129629359
mysimsp,114.27995655323,4.2468208174641
mysimsp,111.42162305983,1.4718206620641
mysimsp,109.45495628303,0.105153918864101
mysimsp,109.76328963363,-0.5781794527359
mysimsp,110.77162302343,1.4968206634641
mysimsp,114.60495657143,-3.6948462939359
mysimsp,110.37995633483,1.6551540056641
mysimsp,109.33828960983,-0.394846109135899
mysimsp,117.38829006063,3.5884874472641
mysimsp,109.16328960003,-0.144846095135899
mysimsp,109.19662293523,-0.0781794247358993
mysimsp,109.96328964483,-1.1365128173359
mysimsp,110.02995631523,-1.2865128257359
mysimsp,109.75495629983,-1.1531794849359
mysimsp,117.48829006623,4.2468208174641
mysimsp,109.46328961683,-0.353179440135899
mysimsp,110.05495631663,-0.111512759935899
mysimsp,117.17162338183,3.9134874654641
mysimsp,115.89662331043,5.6968208986641
mysimsp,109.22162293663,-0.0865127585358989
mysimsp,114.93828992343,4.7134875102641
mysimsp,109.26328960563,-0.0281794219358993
mysimsp,114.09662320963,4.5301541666641
mysimsp,114.72995657843,-3.5031796165359
mysimsp,109.23828960423,0.196820590664101
mysimsp,117.53829006903,3.5134874430641
mysimsp,109.86328963923,-0.2781794359359
mysimsp,109.54662295483,-0.8865128033359
mysimsp,109.63828962663,-0.694846125935899
mysimsp,115.58828995983,5.3051542100641
mysimsp,109.56328962243,-0.3115127711359
mysimsp,115.88828997663,5.5634875578641
mysimsp,111.01328970363,1.5051539972641
mysimsp,109.64662296043,-0.553179451335899
mysimsp,115.02995659523,4.7218208440641
mysimsp,114.62162323903,-4.0115129783359
mysimsp,109.99662298003,-0.761512796335899
mysimsp,113.98828987023,4.5884875032641
mysimsp,109.65495629423,-0.736512794935899
mysimsp,109.57995629003,0.1301539202641
mysimsp,109.94662297723,0.0134872470641012
mysimsp,111.33828972183,2.3801540462641
mysimsp,114.88828992063,-4.0615129811359
mysimsp,109.35495627743,-0.103179426135899
mysimsp,108.92995625363,0.5718206116641
mysimsp,108.92995625363,0.346820599064101
mysimsp,109.93828964343,-0.761512796335899
mysimsp,109.15495626623,-0.186512764135899
mysimsp,114.87995658683,4.8468208510641
mysimsp,109.27162293943,0.0551539160641008
mysimsp,109.21328960283,-0.111512759935899
mysimsp,114.92162325583,-3.3448462743359
mysimsp,110.05495631663,-1.1615128187359
mysimsp,114.73828991223,-3.5031796165359
mysimsp,114.78828991503,-3.9948463107359
mysimsp,109.60495629143,-0.6781794583359
mysimsp,109.11328959723,-0.453179445735899
mysimsp,111.84662308363,2.3218207096641
mysimsp,109.94662297723,-0.769846130135899
mysimsp,110.00495631383,-1.1281794835359
mysimsp,109.20495626903,-0.103179426135899
mysimsp,110.72995635443,1.4551539944641
mysimsp,110.47995634043,1.4468206606641
mysimsp,115.42162328383,4.8718208524641
mysimsp,114.72162324463,-3.7948462995359
mysimsp,117.32995672403,3.6051541148641
mysimsp,110.05495631663,-1.1531794849359
mysimsp,109.27995627323,-0.586512786535899
mysimsp,109.40495628023,-0.828179466735899
mysimsp,109.22995627043,-0.153179428935899
mysimsp,109.56328962243,-0.2615127683359
mysimsp,109.50495628583,-0.7781794639359
mysimsp,111.05495637263,1.4384873268641
mysimsp,117.36329005923,3.6218207824641
mysimsp,114.62995657283,-3.9031796389359
mysimsp,115.52995662323,5.3134875438641
mysimsp,114.65495657423,-4.0698463149359
mysimsp,109.57162295623,-0.994846142735899
mysimsp,110.09662298563,-1.0281794779359
mysimsp,108.92995625363,0.4884872736641
mysimsp,110.71328968683,1.5051539972641
mysimsp,109.47162295063,-0.0281794219358993
mysimsp,115.49662328803,5.4134875494641
mysimsp,109.57995629003,-0.6865127921359
mysimsp,109.24662293803,-0.728179461135899
mysimsp,108.96328958883,0.4884872736641
mysimsp,109.48828961823,-1.0281794779359
mysimsp,114.69662324323,4.7801541806641
mysimsp,109.09662292963,-0.3281794387359
mysimsp,115.54662329083,5.5634875578641
mysimsp,109.47995628443,-0.8198461329359
mysimsp,114.70495657703,-3.4948462827359
mysimsp,114.64662324043,-3.7698462981359
mysimsp,114.19662321523,4.4801541638641
mysimsp,114.72995657843,-3.3781796095359
mysimsp,109.27162293943,0.0134872470641012
mysimsp,115.43828995143,4.9384875228641
mysimsp,109.97995631243,-1.1615128187359
mysimsp,109.23828960423,-0.0698460909358989
mysimsp,111.69662307523,2.1218206984641
mysimsp,114.89662325443,-4.0115129783359
mysimsp,109.18828960143,-0.336512772535899
mysimsp,109.57995629003,-0.9198461385359
mysimsp,114.59662323763,-3.9031796389359
mysimsp,117.34662339163,3.6134874486641
mysimsp,114.80495658263,-4.1115129839359
mysimsp,109.73828963223,-1.0281794779359
mysimsp,109.50495628583,-0.0865127585358989
mysimsp,114.88828992063,-3.4115129447359
mysimsp,117.47995673243,3.6801541190641
mysimsp,109.82995630403,-0.269846102135899
mysimsp,109.85495630543,-0.736512794935899
mysimsp,109.47162295063,-0.153179428935899
mysimsp,109.37995627883,-0.211512765535899
mysimsp,114.78828991503,-3.6031796221359
mysimsp,109.26328960563,-0.803179465335899
mysimsp,109.14662293243,-0.0698460909358989
mysimsp,108.96328958883,0.338487265264101
mysimsp,114.71328991083,4.7301541778641
mysimsp,109.52162295343,-1.0281794779359
mysimsp,110.48828967423,1.5134873310641
mysimsp,117.42162339583,3.5301541106641
mysimsp,109.71328963083,-0.7115127935359
mysimsp,114.17995654763,4.5718208356641
mysimsp,109.87162297303,-0.2448461007359
mysimsp,114.71328991083,4.7801541806641
mysimsp,109.35495627743,-0.0448460895358993
mysimsp,115.57995662603,5.6301542282641
mysimsp,109.53828962103,-0.478179447135899
mysimsp,109.17995626763,-0.0865127585358989
mysimsp,109.41328961403,0.0718205836641008
mysimsp,109.44662294923,0.0134872470641012
mysimsp,109.43828961543,-0.0531794233358989
mysimsp,111.16328971203,2.1551540336641
mysimsp,109.36328961123,0.0218205808641008
mysimsp,109.39662294643,-0.111512759935899
mysimsp,114.72162324463,4.8134875158641
mysimsp,111.27995638523,1.6134873366641
mysimsp,114.93828992343,-3.9865129769359
mysimsp,109.03828959303,0.296820596264101
mysimsp,109.26328960563,-0.536512783735899
mysimsp,114.23828988423,4.2968208202641
mysimsp,109.98828964623,-1.1781794863359
mysimsp,109.64662296043,-0.8115127991359
mysimsp,109.60495629143,0.0218205808641008
mysimsp,109.44662294923,-0.0365127557358988
mysimsp,109.46328961683,-0.369846107735899
mysimsp,109.45495628303,-1.2948461595359
mysimsp,114.79662324883,-4.1115129839359
mysimsp,115.43828995143,5.2301542058641
mysimsp,114.09662320963,4.5634875018641
mysimsp,109.47162295063,-0.669846124535899
mysimsp,114.13828987863,4.5884875032641
mysimsp,111.09662304163,1.8218206816641
mysimsp,115.84662330763,5.4718208860641
mysimsp,109.23828960423,-0.203179431735899
mysimsp,109.22162293663,0.0801539174641004
mysimsp,114.82162325023,-4.0781796487359
mysimsp,115.92995664563,5.6301542282641
mysimsp,114.70495657703,-3.5865129545359
mysimsp,109.94662297723,-0.144846095135899
mysimsp,109.47995628443,-0.0615127571358993
mysimsp,115.94662331323,5.7134875662641
mysimsp,117.43829006343,3.5634874458641
mysimsp,109.25495627183,0.105153918864101
mysimsp,115.42162328383,5.4384875508641
mysimsp,111.39662305843,2.1968207026641
mysimsp,109.63828962663,-0.411512776735899
mysimsp,117.40495672823,5.8218209056641
mysimsp,111.23828971623,2.1884873688641
mysimsp,114.83828991783,4.6384875060641
mysimsp,109.42162294783,0.0384872484641008
mysimsp,114.02162320543,4.4301541610641
mysimsp,113.99662320403,4.5051541652641
mysimsp,109.47995628443,-0.211512765535899
mysimsp,114.77162324743,-3.6115129559359
mysimsp,114.27162321943,3.8468207950641
mysimsp,111.06328970643,1.4301539930641
mysimsp,109.39662294643,0.0551539160641008
